"Sector Wise Projects"

"Sr.No.","Sector","Line Ministry","ProjectID","Project Name","Original Cost
(in Cr)","Latest Revised Cost
(in Cr)","Expenditure (Cumm.)
(in Cr)"
"784","Roads & Highways","Ministry of Road Transport & Highways","618160","Construction of 2 lane Major Bridge including approaches over Brahmaputra between Majuli on North Bank and Jorhat on South Bank from km. 11.690 to km. 19.715 length of bridge 6,812.5m Package - II on NH-715K in the state of Assam Job no. 715/AS/2020-21/213","1019.17","1019.17","0"
"785","Roads & Highways","Ministry of Road Transport & Highways","618162","Improvement and up-gradation to 2LPS of NH-227B 84-Kosi Parikrama Marg PackageVI, Design Km 160200 Bahuvan Madar Majha to Km 224040 Jagarnathpur under HAM","2008.7","2008.7","0"
"786","Roads & Highways","Ministry of Road Transport & Highways","618163","Rehabilitation and Up-gradation from km. 0000 to km.40390 of NH-730S MaharajganjNichloulThuthibari to two lane with paved shoulders in the State of U.P. on Engineering, Procurement & Construction EPC Basis.","809.25","603.19","167.84"
"787","Roads & Highways","Ministry of Road Transport & Highways","618164","Construction of four lane highway with paved shoulder from Km.74.700 to Km.112.950 of NH-731A i/c Yamuna Bridge on HAM in the state of Uttar Pradesh.","1141.67","1157.31","0"
"788","Roads & Highways","Ministry of Road Transport & Highways","618166","Construction of 4-lane green field highway from Km. 35.000 to Km. 49.155 of NH-731A with paved shoulders on Hybrid Annuity Mode in the state of Uttar Pradesh","697.66","697.66","0.04"
"789","Roads & Highways","Ministry of Road Transport & Highways","618168","Widening to four lane with paved shoulder from Design Km.49.200 to Km.89.285 of NH-731B on EPC mode in the state of Uttar Pradesh","917.91","965.3","134.41"
"790","Roads & Highways","Ministry of Road Transport & Highways","618169","Construction of Two Lane with paved shoulder highway from Design Ch.0.000 to Ch.49.2OO of NH-731B on EPC Mode","640.18","602.76","270.82"
"791","Roads & Highways","Ministry of Road Transport & Highways","618170","Construction of Two lane with paved shoulder configuration of Shujalpur Bypass section of NH-752C from km 33100 Design to km. 42570 Design total design length 10.470 km in the State of Madhya Pradesh on EPC mode.","214.07","214.07","38.07"
"792","Roads & Highways","Ministry of Road Transport & Highways","618171","Work of Upgradation of Jirapur-Pachore Road including Pachore, Jirapur, Chhapiheda & Khujner Bypasses from 0000 to 58790 Design Length 58.79 Km section of NH-752C to 2LPS in the State of Madhya Pradesh under EPC mode","352.69","352.69","98.96"
"793","Roads & Highways","Ministry of Road Transport & Highways","618172","Paithan - Shirur section 2LPS Km 0.0 to 55.00","341.8","341.8","208.25"
"794","Roads & Highways","Ministry of Road Transport & Highways","618173","Shirur-Kharda section from 55937 km to 114486 km to 2LPS/4L","381.77","381.77","0"
"795","Roads & Highways","Ministry of Road Transport & Highways","618174","Rehabilitation and Upgradation to two lane with paved shoulder configuration of NH-752G from Sakri to Pimpalner Section Design Ch km 0000 to Ch km 21411 in the state of Maharashtra on EPC Mode. Length 21.411 km.","226.58","226.58","0"
"796","Roads & Highways","Ministry of Road Transport & Highways","618176","Rehabilitation and upgradation from ch km 50/200 to 56/800 and km 62/600 to 100/403 of Kolde to Visarwadi Near Junction with NH-6 section of NH 752G total length 44.40 to two-lane with paved shoulder / four lanes in the State of Maharashtra on EPC mode.","349.08","349.08","39.95"
"797","Roads & Highways","Ministry of Road Transport & Highways","618177","Pal Phata Phulambri - Khultabad 2LPS","227.19","227.19","5.78"
"798","Roads & Highways","Ministry of Road Transport & Highways","618178","Widening and strengthening of Gangakhed to Kingaon section of NH-752K in Km 38/750 to 72/304 Flexible Pavement Length33.554 km to 2-lane configuration on EPC mode in the State of Maharashtra.","162.67","162.67","0"
"799","Roads & Highways","Ministry of Road Transport & Highways","618180","Pune raigarh District Border To Mangaon Ch 69000 to 103775 NH-753F","223.46","223.46","0"
"800","Roads & Highways","Ministry of Road Transport & Highways","618182","Widening to Two lane with paved shoulders from 106/830 to 158/496 of Yellareddy-Rudrur Section of NH-765D in the state of Telangana on EPC mode under NHO under Annual plan 2022-23","499.88","499.88","207.08"
"801","Roads & Highways","Ministry of Road Transport & Highways","618183","Widening to 2 lane with paved shoulders from Km 62/920 to km 106/830 of Medak - Yellareddy section in the State of Telangana under Annual Plan 2022-23 on EPC mode under NHO","399.01","399.01","146.04"
"802","Roads & Highways","Ministry of Road Transport & Highways","618184","Construction of 2 Lane with paved shoulder from km 55.6 to km 90.7 existing chainages of NH-766C complete Realignment of 13.76 km with 2 major Bridges across Sharavathi Backwaters on EPC mode under Annual Plan 2022-23 in the state of Karnataka NH-766C-KNT-2022-23 dated 14.10.2022","313.56","313.56","160.08"
"803","Roads & Highways","Ministry of Road Transport & Highways","618185","Widening to 2LPS from Km 0.000 to 37.850 Except Ex. Km 24.45 to 27.20 of NH-766c Byndoor-Ranebennur Section in the state of Karnataka on EPC Mode under Annual Plan 2022-23 NH-766C-KNT-2022-23-969 dated 30.12.2022","394.95","394.95","15.68"
"804","Roads & Highways","Ministry of Road Transport & Highways","618186","Rehabilitation and Up-gradation of Valigonda to Thorrur Section to Two Lane with Paved Shoulders from Km 39.180 to Km 108.300 of NH-930P in the State of Telangana on Engineering, Procurement and Construction EPC Basis","549.28","549.28","325.77"
"805","Roads & Highways","Ministry of Road Transport & Highways","618187","Rehabilitation and upgradation of Salon - Jais - Jagdishpur Road section of NH-931A, from design Chainage km 0.000 to km 5.740 to four lane divided carriageway and from design Chainage km 5.740 to km 53.500 to two lane with paved Total length km 53.500 along with One time improvement in 04 no's of realigned/bypassed built-up areas in a total length of 9.732 km in the state of Uttar Pradesh on EPC mode","947.15","947.15","26.64"
"806","Roads & Highways","Ministry of Road Transport & Highways","618188","Rehabilitation and Up-gradation to 2 lane with paved shoulder configuration of Mahud Sangola road NH 965 G 159400 to 161900and 162400 to 183960 Design Chainage from km. 32/300 to km. 34/800 and km. 35/800 to km. 56/860 Rigid Pavement on EPC mode in the State of Maharashtra.","253.78","253.78","98.95"
"807","Roads & Highways","Ministry of Road Transport & Highways","618189","Widening to two lane with paved shoulder of NH-73New spur road Ujire - Dharmasthala - Periyashanthi in the State of Karnataka under NHO on HAM Mode Job No. NH-73Spur-KNT-2023-24-996","613.65","613.65","66.04"
"808","Roads & Highways","Ministry of Road Transport & Highways","618190","Widening to two lane with paved shoulders of 'Bodhan Basar Bhainsa ' section from Km 38/900 to 95/300 of NH-161BB in the state of Telangana under Annual Plan 2021-22 on EPC Mode under NH O.","644.45","644.45","403.48"
"809","Roads & Highways","Ministry of Road Transport & Highways","618193","Widening of Existing Road to Two Lane with Paved Shoulder Configuration from Km 0.00 to 26.000 & Km 45.200 To 59.622 Of NH 365BB in the State of Andhra Pradesh Under Annual Plan 2023-24 through EPC Mode","368.63","368.63","76.12"
"810","Roads & Highways","Ministry of Road Transport & Highways","618194","Rehabilitation and upgradation of New NH 544DD from design Chainage Km. 56/000 to 102/20 of Kalyandrg - Molakalmuru Section","294.13","285.29","312.4"
"811","Roads & Highways","Ministry of Road Transport & Highways","618196","Widening to 2 lane with Paved Shoulders of Siddipet-Elkathurthy section from Km 69/978 to km 133/619 of NH-765DG in the State of Telangana under Annual plan 2021-22 on EPC mode","578.85","578.85","0"
"812","Roads & Highways","Ministry of Road Transport & Highways","618197","Widening to 2 lane with Paved Shoulders of Medak - Siddipet section from Km 0/0 to km 69/978 of NH-765DG in the State of Telangana under Annual plan 2021-22 on EPC mode","882.18","882.18","383.75"
"813","Roads & Highways","Ministry of Road Transport & Highways","618198","Balance work of Rehabilitation and Up-gradation to 2-lane road with paved shoulders configuration for NH- 965DD from Pacharal-Mandangad-Mhapral-Rajewadi Upto Junction of NH-66 Ch-22700 to 75100 Km and Ambadave connector Birth place of Dr. Babasaheb Ambedkar Ch-0000 to 7325 Km length Km 59.725 in the state of Maharashtra on EPC mode. Balance Work","388.93","341.69","170.26"
"814","Roads & Highways","Ministry of Road Transport & Highways","618199","Rehabilitation, Upgradation & Widening of existing Highway to Rigid Pavement 2 Lane with Paved Shoulder of NH 965DD from Lonand Shirval-Bhor Mandangad-Pchral Section ShindewadiPhata to Varandah Ghat Dist Border from Km 33/550 to 92/550 in the state of Maharashtra on EPC mode.","723.13","723.13","168.06"
"815","Roads & Highways","Ministry of Road Transport & Highways","618200","Construction of 2 lane with Paved Shoulder for Northern Bypass Phase-II of Kota city in the State of Rajasthan.","317.74","317.74","6.14"
"816","Roads & Highways","Ministry of Road Transport & Highways","618201","Widening and strengthening to 2 lane with paved shoulder from existing Ch. Km 56720 to Km 100820 and Design Ch. From Km 62600 to Km 106360 Total Length43.760 Km on SRINAGAR -BARAMULA URINH-01 in the UT of Jammu & Kashmir under project BEACON, Border Roads Organization BRO on EPC mode.","702.1","702.1","0"
"817","Roads & Highways","Ministry of Road Transport & Highways","618202","Construction of 2 lane with paved shoulders Baramulla Bypass Greenfield bypass from existing Ch. Km 47020 to Km 56720 and Design Ch. From 48500 to 62600 Total length 14.100 km on road Srinagar Baramulla Uri NH-01 in the UT of Jammu & Kashmir under Project.Package-III","992.43","992.43","112.16"
"818","Roads & Highways","Ministry of Road Transport & Highways","618203","Construction of 4 lane with paved shoulder Pattan bypass Greenfield bypass from existing Ch. Km 24320 to Km 33760 and Design Ch. from Km 24400 to Km 35300, total length 10.900 km on road SrinagarBaramulla Uri NH-01 in the UT of Jammu & Kashmir under Project BEACON, Border Roads Organization BRO on EPC mode. Package-II","980.21","980.21","132.03"
"819","Roads & Highways","Ministry of Road Transport & Highways","618204","Construction of realignment between Pandrass- Pashkyun Total length 27.10 km on road Zozila-Kargil -Leh NH-1 to 2 lane specifications i.e. Drass alignment 9.30 km Kharboo realignment 6.30 km & Kargil alignment 11.50 km under project Vijayak BRO in the UT of Ladakh on EPC Mode","426.15","426.15","112.2"
"820","Roads & Highways","Ministry of Road Transport & Highways","618205","Construction of 4 lane with paved shoulder from Existing Ch. 14200 to 24320 Design Ch. 14200 to 24400, Ch. 33760 to 42780 Design Ch. 35300 to 44294 & Ch. 43440 to 47020 Design Ch. 44958 to 48500 Delina Flyover including construction of flyover length 1.704 km of total length 22.736 kms in AOR of 760 BRTF on road SRINAGAR BARAMULA URI NH-01 in the UT of Jammu & Kashmir under project BEACON, Border Roads Organization BRO Package-IJob No NH-1-J&K-2022-23-110","823.46","823.46","298.96"
"821","Roads & Highways","Ministry of Road Transport & Highways","618206","Widening and Strengthening of Rafiabad-Kupwara-Chowkibal-Tangdhar-Chamkot NH-701 road from design Ch. From 0000 to 51000 to two lanes with paved shoulders under Project Beacon in the UT of Jammu & Kashmir on EPC mode Package-I.","1404.94","1404.94","160.59"
"822","Roads & Highways","Ministry of Road Transport & Highways","618207","Widening to 2-lane with Hard Shoulder configuration of Mana Ch. 0.00 to Mana Pass Ch. 50.987 road on NH-07 under Bharatmala Pariyojna in the state of Uttarakhand under Annual Plan 2022-23 length 50.987","573.96","573.96","0"
"823","Roads & Highways","Ministry of Road Transport & Highways","618209","Construction & up gradation of existing road to 2-Lane with paved shoulder from existing chainage km 468000 to km 489350 Design Chainage km 465150 to km 471500 of NH-07 Old NH-58 including Joshimath bypass on EPC mode in the state of Uttarakhand Length 6.35 km","258.85","258.85","0"
"824","Roads & Highways","Ministry of Road Transport & Highways","618210","Rehabilitation and upgradation of Askot-Lipulekh on EPC Basis for Phase-I Existing Km 72.00 to 107.620 Design Chainage Km 21330 to Km 56935 under Project Hirak of BRO in the state of Uttarakhand under Bharatmala Pariyojna Phase-I on EPC Mode Length-35.605 Km CA No EPC/MORT&H/HRK/01/2021-22","603.92","603.92","0"
"825","Roads & Highways","Ministry of Road Transport & Highways","618211","Improvement/construction of 2-lane with paved shoulder of Askote Llipulekh road from Tawaghat village to Budhi village design km. 56935 to km 95748 and from end of Tunnel portal to Kali Mandir design km 113828 to km. 133078 [total design length 58.063 km] under project Hirak of BRO in the state of Uttarakhand under Bharatmala Pariyojna on EPC Mode","649.6","649.6","0"
"826","Roads & Highways","Ministry of Road Transport & Highways","618212","STABILIZATION OF LAND SLIDE AND SLOPE PROTECTION AT KM 11.00 TO KM 11.08, 29,730 KM TO 30,060 KM, 30,400 KM TO 31,060 KM, 34,750 KM TO 35,300 KM, 38,950 KM TO 39,030 KM & 39,460 KM TO 39,540 KM TWO LOC CLUBBED, KM 40,400 TO KM 40,650, KM 43,500 KM 43,680, 52,460 RISHIKESH - DHARASU ROAD NH-94 ON EPC MODE IN THE STATE OF UTTARAKHAND. NOSE OF LAND SLIDE - 12 NOS","197.26","197.26","0"
"827","Roads & Highways","Ministry of Road Transport & Highways","618213","Rehabilitation and Upgradation of road Rishikesh Dharasu Old NH-94 with 2-lane with paved shoulder from km 76.000 to km 110.000 Design Chainage from km 74.733 to km 107.347 32.614 km including construction of Kamand re-alignment from existing Chainage Km 105.200 to Km 108.600 design chainage Km 103.436 to Km 105.949 - total length 2513 mtrs and land slide treatment work between design chainage Km 73.800 to Km 74.00 200m on EPC mode under improvement to NH connectivity to Chardham in","273.76","273.76","0"
